College Code,College Name,Branch,Category,Rank,Round
E003,"A.C.S. College of Engineering, Bengaluru",Aeronautical Engineering (AE),GM,77093,1
E003,"A.C.S. College of Engineering, Bengaluru",Aerospace Engineering (AS),GM,48348,1
E003,"A.C.S. College of Engineering, Bengaluru",Aerospace Engineering (AS),GM,90119,3
E003,"A.C.S. College of Engineering, Bengaluru",Aerospace Engineering (AS),GM,90119,4
E003,"A.C.S. College of Engineering, Bengaluru",Aerospace Engineering (AS),KKR,77596,1
E003,"A.C.S. College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,53225,1
E003,"A.C.S. College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,92733,3
E003,"A.C.S. College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,74861,4
E003,"A.C.S. College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,109748,1
E003,"A.C.S. College of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,72063,1
E003,"A.C.S. College of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,104746,3
E003,"A.C.S. College of Engineering, Bengaluru",Computer Science & Engineering (CS),KKR,84428,1
E003,"A.C.S. College of Engineering, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,111502,1
E003,"A.C.S. College of Engineering, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,98461,3
E003,"A.C.S. College of Engineering, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,92839,1
E003,"A.C.S. College of Engineering, Bengaluru",Computer Science & Engineering (IOT) (CO),GM,106469,1
E003,"A.C.S. College of Engineering, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,104372,1
E208,"A.G.M Rural College of Engineering and Technology, Hubballi",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,101469,1
E208,"A.G.M Rural College of Engineering and Technology, Hubballi",Electronics & Comm- unication Engineering (EC),GM,107183,1
E007,"AMC Engineering College, Bengaluru",Aeronautical Engineering (AE),GM,65679,1
E007,"AMC Engineering College, Bengaluru",Aeronautical Engineering (AE),GM,95021,3
E007,"AMC Engineering College, Bengaluru",Aeronautical Engineering (AE),KKR,101846,1
E007,"AMC Engineering College, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,61086,1
E007,"AMC Engineering College, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,109229,3
E007,"AMC Engineering College, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,103040,4
E007,"AMC Engineering College, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,109296,1
E007,"AMC Engineering College, Bengaluru",Civil Engineering (CV),GM,107819,1
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,62210,1
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,111096,3
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,110976,4
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),KKR,92917,1
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),KKR,89886,2
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (CS),GM,67547,1
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (CS),GM,109518,3
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (CS),GM,102932,4
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (CS),KKR,108388,1
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (CS),KKR,108388,2
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,69322,1
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,92944,3
E007,"AMC Engineering College, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,87495,1
E007,"AMC Engineering College, Bengaluru",Electrical & Electronics Engineering (EE),GM,107250,1
E007,"AMC Engineering College, Bengaluru",Electrical & Electronics Engineering (EE),GM,70900,3
E007,"AMC Engineering College, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,86989,1
E007,"AMC Engineering College, Bengaluru",Electronics & Communicati on Engineering (EC),GM,62066,3
E007,"AMC Engineering College, Bengaluru",Mechanical Engineering (ME),GM,103137,1
E011,"APS College of Engineering, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,73500,1
E011,"APS College of Engineering, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,94218,3
E011,"APS College of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,99522,1
E011,"APS College of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,41643,3
E011,"APS College of Engineering, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,106002,1
E011,"APS College of Engineering, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,107673,1
E011,"APS College of Engineering, Bengaluru",Information Science & Engineering (IS),GM,111599,1
E152,"ATME College of Engineering, Mysuru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,84726,1
E152,"ATME College of Engineering, Mysuru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,99165,3
E152,"ATME College of Engineering, Mysuru",Computer Science & Engineering (CS),GM,80550,1
E152,"ATME College of Engineering, Mysuru",Computer Science & Engineering (CS),GM,105603,3
E152,"ATME College of Engineering, Mysuru",Computer Science & Engineering (Data Science) (CD),GM,91055,1
E152,"ATME College of Engineering, Mysuru",Electronics & Comm- unication Engineering (EC),GM,110767,1
E001,"Acharya Institute of Technology, Bengaluru",Aeronautical Engineering (AE),GM,32990,1
E001,"Acharya Institute of Technology, Bengaluru",Aeronautical Engineering (AE),GM,104061,3
E001,"Acharya Institute of Technology, Bengaluru",Aeronautical Engineering (AE),GM,56571,4
E001,"Acharya Institute of Technology, Bengaluru",Aeronautical Engineering (AE),KKR,97600,1
E001,"Acharya Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,28132,1
E001,"Acharya Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,52746,3
E001,"Acharya Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,99107,4
E001,"Acharya Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,59237,1
E001,"Acharya Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,86498,2
E001,"Acharya Institute of Technology, Bengaluru",Bio- technology (BT),GM,57931,1
E001,"Acharya Institute of Technology, Bengaluru",Bio- technology (BT),GM,105937,3
E001,"Acharya Institute of Technology, Bengaluru",Bio- technology (BT),GM,82087,4
E001,"Acharya Institute of Technology, Bengaluru",Bio- technology (BT),KKR,94718,1
E001,"Acharya Institute of Technology, Bengaluru",Civil Engineering (CV),GM,60864,1
E001,"Acharya Institute of Technology, Bengaluru",Civil Engineering (CV),GM,90907,3
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,27452,1
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,51728,3
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,109781,4
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,64341,1
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,95420,2
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,28589,1
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,53623,3
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,103486,4
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,77022,1
E001,"Acharya Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,102464,2
E001,"Acharya Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,48775,1
E001,"Acharya Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,104887,3
E001,"Acharya Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),KKR,107783,1
E001,"Acharya Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,39829,1
E001,"Acharya Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),KKR,90708,1
E001,"Acharya Institute of Technology, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,87540,4
E001,"Acharya Institute of Technology, Bengaluru",Electronics & Communicati on Engineering (EC),GM,89548,3
E001,"Acharya Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,39108,1
E001,"Acharya Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,75143,3
E001,"Acharya Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,106733,4
E001,"Acharya Institute of Technology, Bengaluru",Information Science & Engineering (IS),KKR,85319,1
E001,"Acharya Institute of Technology, Bengaluru",Mech- atronics Engineering (MT),GM,62208,1
E001,"Acharya Institute of Technology, Bengaluru",Mech- atronics Engineering (MT),KKR,91138,1
E001,"Acharya Institute of Technology, Bengaluru",Mechanical Engineering (ME),GM,50724,1
E001,"Acharya Institute of Technology, Bengaluru",Mechanical Engineering (ME),GM,107616,3
E001,"Acharya Institute of Technology, Bengaluru",Mechanical Engineering (ME),KKR,83862,1
E001,"Acharya Institute of Technology, Bengaluru",Mechanical Engineering (ME),KKR,83862,2
E001,"Acharya Institute of Technology, Bengaluru",Mechatronics Engineering (MT),GM,90218,3
E001,"Acharya Institute of Technology, Bengaluru",Robotics & Artificial Intelligence (RI),GM,38683,1
E001,"Acharya Institute of Technology, Bengaluru",Robotics & Artificial Intelligence (RI),GM,70413,3
E001,"Acharya Institute of Technology, Bengaluru",Robotics & Artificial Intelligence (RI),KKR,91837,1
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Artificial Intelligence & Machine Learning (AI),GM,84307,1
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Artificial Intelligence & Machine Learning (AI),GM,106484,3
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Artificial Intelligence & Machine Learning (AI),GM,62788,4
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Computer Science & Engineering (CS),GM,99949,1
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Computer Science & Engineering (CS),GM,59442,3
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Computer Science & Engineering (CS),GM,96642,4
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Computer Science & Engineering (Data Science) (CD),GM,107613,1
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Computer Science & Engineering (Data Science) (CD),GM,86772,3
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Electrical & Electronics Engineering (EE),GM,108350,1
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Electronics & Comm- unication Engineering (EC),GM,110191,1
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Information Science & Engineering (IS),GM,104380,1
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Mechanical Engineering (ME),GM,106615,1
E004,"Adichunchanagiri Institute Of Technology, Chikkamagaluru",Robotics & Artificial Intelligence (RI),GM,106484,1
E209,"Aditya College of Engineering and Technology, Bengaluru",Artificial Intelligence & Data Science (AD),GM,110705,1
E209,"Aditya College of Engineering and Technology, Bengaluru",Artificial Intelligence & Data Science (AD),GM,90966,3
E209,"Aditya College of Engineering and Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,108541,1
E209,"Aditya College of Engineering and Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,107173,3
E209,"Aditya College of Engineering and Technology, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,79094,1
E209,"Aditya College of Engineering and Technology, Bengaluru",Computer Science & Engineering (Artificial Intelligence) (CA),GM,108579,1
E209,"Aditya College of Engineering and Technology, Bengaluru",Computer Science & Engineering (CS),GM,111282,1
E209,"Aditya College of Engineering and Technology, Bengaluru",Data Science (DS),GM,74590,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Artificial Intelligence & Data Science (AD),GM,108689,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Artificial Intelligence & Data Science (AD),GM,71024,3
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Artificial Intelligence & Data Science (AD),GM,84613,4
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,106210,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,91347,3
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,84459,4
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (CS),GM,68040,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (CS),GM,111733,3
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (CS),KKR,100736,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (Cyber Security) (CY),GM,108734,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (Cyber Security) (CY),GM,104762,3
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Computer Science & Engineering (Data Science) (CD),GM,95521,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Electronics & Comm- unication Engineering (EC),GM,100871,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Information Science & Engineering (IS),GM,78415,1
E005,"Akash Institute of Engineering and Technology, Bengaluru Rural",Mechanical Engineering (ME),GM,68496,1
E013,"Akshaya Institute of Technology, Tumakuru",Artificial Intelligence & Data Science (AD),GM,104749,1
E013,"Akshaya Institute of Technology, Tumakuru",Computer Science & Engineering (CS),GM,107303,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Aerospace Engineering (AS),GM,20810,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Aerospace Engineering (AS),GM,94827,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Aerospace Engineering (AS),GM,75474,4
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Aerospace Engineering (AS),KKR,39198,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Bio- technology (BT),GM,44556,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Bio- technology (BT),GM,104355,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Bio- technology (BT),GM,104073,4
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Civil Engineering (CV),GM,106343,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (Block Chain) (CSB),GM,29582,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (Block Chain) (CSB),GM,109154,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (Block Chain) (CSB),KKR,87941,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (Block Chain) (CSB),KKR,63261,2
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (CS),GM,14814,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (CS),GM,42800,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (CS),GM,110415,4
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (CS),KKR,58887,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,21685,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,60538,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,106533,4
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),KKR,27795,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (IOT) (CO),GM,24481,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (IOT) (CO),GM,80186,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (IOT) (CO),GM,48973,4
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Engineering (IOT) (CO),KKR,75713,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Technology (Devops) (CSD),GM,29748,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Technology (Devops) (CSD),GM,86640,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Computer Science & Technology (Devops) (CSD),KKR,63261,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Electrical & Electronics Engineering (EE),GM,60171,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Electrical & Electronics Engineering (EE),GM,61682,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Electrical & Electronics Engineering (EE),KKR,96249,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,34115,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Electronics & Comm- unication Engineering (EC),KKR,77801,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,85976,4
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Electronics & Communicati on Engineering (EC),GM,110448,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Information Technology (Augmented Reality and Virtual Reality (AR / VR) (IAR),GM,44764,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Information Technology (Augmented Reality and Virtual Reality (AR / VR) (IAR),GM,67223,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Information Technology (Data Analytics) (IDA),GM,42469,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Information Technology (Data Analytics) (IDA),GM,109750,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Information Technology (INT),GM,29507,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Information Technology (INT),GM,71584,3
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Information Technology (INT),GM,75155,4
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Information Technology (INT),KKR,94377,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Mechanical Engineering (ME),GM,63705,1
E165,"Alliance College of Engineering and Design. Alliance University, Bengaluru",Mechanical Engineering (ME),GM,88403,3
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Agricultural Engineering (AG),GM,109807,1
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Artificial Intelligence & Machine Learning (AI),GM,109512,1
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Artificial Intelligence & Machine Learning (AI),GM,89891,3
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Computer Science & Engineering (CS),GM,110618,1
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Computer Science & Engineering (CS),GM,107931,3
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Computer Science & Engineering (Data Science) (CD),GM,108885,1
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Computer Science & Engineering (Data Science) (CD),GM,56170,3
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,105112,1
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,75282,3
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Electronics & Comm- unication Engineering (EC),GM,110471,1
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Information Science & Engineering (IS),GM,105816,1
E006,"Alvas Institute of Engineering and Technology, Mangaluru",Mechanical Engineering (ME),GM,59506,1
E203,"Amruta Institute of Engineering and Management Science, Ramnagar Taluk,
Bengaluru Rural",Artificial Intelligence & Machine Learning (AI),GM,53616,1
E203,"Amruta Institute of Engineering and Management Science, Ramnagar Taluk,
Bengaluru Rural",Civil Engineering (CV),GM,81346,1
E203,"Amruta Institute of Engineering and Management Science, Ramnagar Taluk,
Bengaluru Rural",Computer Science & Engineering (CS),GM,53453,1
E203,"Amruta Institute of Engineering and Management Science, Ramnagar Taluk,
Bengaluru Rural",Electronics & Comm- unication Engineering (EC),GM,103927,1
E203,"Amruta Institute of Engineering and Management Science, Ramnagar Taluk,
Bengaluru Rural",Information Science & Engineering (IS),GM,74414,1
E203,"Amruta Institute of Engineering and Management Science, Ramnagar Taluk,
Bengaluru Rural",Mechanical Engineering (ME),GM,87491,1
E203,"Amruta Institute of Engineering and Management Science, Ramnagar Taluk, Bengaluru
Rural",Artificial Intelligence & Machine Learning (AI),GM,81494,3
E203,"Amruta Institute of Engineering and Management Science, Ramnagar Taluk, Bengaluru
Rural",Computer Science & Engineering (CS),GM,110891,3
E009,"Angadi Institute of Technology and Management, Belagavi",Artificial Intelligence & Data Science (AD),GM,95863,1
E009,"Angadi Institute of Technology and Management, Belagavi",Computer Science & Engineering (CS),GM,110388,1
E009,"Angadi Institute of Technology and Management, Belagavi",Electronics & Comm- unication Engineering (EC),GM,104692,1
E009,"Angadi Institute of Technology and Management, Belagavi",Electronics & Communicati on Engineering (EC),GM,107672,3
E014,"Anuvartik Mirji Bharatesh Institute of Technology, Belagavi",Artificial Intelligence & Machine Learning (AI),GM,108895,1
E014,"Anuvartik Mirji Bharatesh Institute of Technology, Belagavi",Artificial Intelligence & Machine Learning (AI),GM,104513,3
E014,"Anuvartik Mirji Bharatesh Institute of Technology, Belagavi",Computer Science & Engineering (CS),GM,110299,1
E014,"Anuvartik Mirji Bharatesh Institute of Technology, Belagavi",Electronics & Comm- unication Engineering (EC),GM,109578,1
E012,"Atria Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,49068,1
E012,"Atria Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,92297,3
E012,"Atria Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,85194,4
E012,"Atria Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,106136,1
E012,"Atria Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,106136,2
E012,"Atria Institute of Technology, Bengaluru",Civil Engineering (CV),GM,108782,1
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,55167,1
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,85478,3
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,99556,4
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,89608,1
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,71316,2
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,57537,1
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,111230,3
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,105457,4
E012,"Atria Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,65760,1
E012,"Atria Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,80362,1
E012,"Atria Institute of Technology, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,110946,4
E012,"Atria Institute of Technology, Bengaluru",Electronics & Communicati on Engineering (EC),GM,110946,3
E012,"Atria Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,67054,1
E012,"Atria Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,109052,3
E012,"Atria Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,53093,4
E012,"Atria Institute of Technology, Bengaluru",Mechanical Engineering (ME),GM,96855,1
E012,"Atria Institute of Technology, Bengaluru",Robotics & Automation (RA),GM,87865,1
E012,"Atria Institute of Technology, Bengaluru",Robotics & Automation (RA),GM,104693,3
E015,"B.N.M. Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,17237,1
E015,"B.N.M. Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,30837,3
E015,"B.N.M. Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,43182,4
E015,"B.N.M. Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,49553,1
E015,"B.N.M. Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,57776,2
E015,"B.N.M. Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,14636,1
E015,"B.N.M. Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,24582,3
E015,"B.N.M. Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,36964,4
E015,"B.N.M. Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,39528,1
E015,"B.N.M. Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,52860,2
E015,"B.N.M. Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,29181,1
E015,"B.N.M. Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,62330,3
E015,"B.N.M. Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,91589,4
E015,"B.N.M. Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),KKR,86589,1
E015,"B.N.M. Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,20973,1
E015,"B.N.M. Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),KKR,58647,1
E015,"B.N.M. Institute of Technology, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,63350,4
E015,"B.N.M. Institute of Technology, Bengaluru",Electronics & Communicati on Engineering (EC),GM,37057,3
E015,"B.N.M. Institute of Technology, Bengaluru",Electronics & Communication Engineering (EC),KKR,63087,2
E015,"B.N.M. Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,18289,1
E015,"B.N.M. Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,31447,3
E015,"B.N.M. Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,45911,4
E015,"B.N.M. Institute of Technology, Bengaluru",Information Science & Engineering (IS),KKR,52564,1
E015,"B.N.M. Institute of Technology, Bengaluru",Information Science & Engineering (IS),KKR,59005,2
E015,"B.N.M. Institute of Technology, Bengaluru",Mechanical Engineering (ME),GM,42615,1
E015,"B.N.M. Institute of Technology, Bengaluru",Mechanical Engineering (ME),GM,108369,3
E207,"BGS College of Engineering and Technology, Bengaluru",Artificial Intelligence & Data Science (AD),GM,55776,1
E207,"BGS College of Engineering and Technology, Bengaluru",Artificial Intelligence & Data Science (AD),GM,108945,3
E207,"BGS College of Engineering and Technology, Bengaluru",Artificial Intelligence & Data Science (AD),GM,106934,4
E207,"BGS College of Engineering and Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,56672,1
E207,"BGS College of Engineering and Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,96926,3
